,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
2574,942,886,0,1,3,0,4,3,548.0,0.0,0,6,0.0,0.0,2,311.0,1,2,2,4,212,4,3,13,10,2,3,0,0,2,6,0.0,0.0,3,1,3,5,0.0,1828,0,1,0,5,1,2,3,0,9060,4,50.0,3,0,11,4,0.0,3,1,0,5,9,0,5,5,2,0,3,0,1,2,8,0,1,6,859.0,174,1923,1999,1
2575,816,0,0,1,2,0,4,3,0.0,0.0,6,6,0.0,0.0,4,816.0,1,0,2,4,96,4,3,11,12,4,3,0,0,1,6,100.0,1.0,1,3,1,5,1922.0,816,0,1,0,2,1,3,3,0,3672,4,46.0,3,0,6,4,0.0,3,1,0,11,9,0,6,5,0,0,3,0,1,4,8,0,1,5,816.0,0,1922,1950,1
2576,640,0,0,1,1,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,2,2,4,0,4,3,8,8,4,3,0,0,1,1,256.0,1.0,1,3,5,5,1950.0,845,0,1,0,0,1,3,3,0,11067,0,64.0,3,205,9,4,0.0,3,1,0,5,9,0,3,2,0,0,3,0,1,4,8,0,1,4,0.0,48,1939,1950,1
2577,1034,957,0,1,4,1,4,3,0.0,0.0,6,6,0.0,0.0,4,957.0,0,1,2,4,133,2,3,12,13,4,3,0,1,2,6,0.0,0.0,3,1,3,6,0.0,1991,0,1,1,5,2,3,3,0,8250,4,75.0,3,0,4,0,0.0,3,1,0,8,9,0,5,5,0,0,3,0,1,4,8,0,1,9,957.0,0,1895,2006,1
2578,1073,0,0,1,3,0,4,3,967.0,0.0,2,6,1.0,0.0,4,106.0,1,2,2,0,0,4,3,8,8,4,3,0,1,1,6,720.0,2.0,5,3,5,5,1985.0,1073,0,1,2,2,1,3,3,0,6565,0,65.0,3,0,5,0,0.0,3,1,0,10,9,444,5,4,2,0,3,0,1,0,8,0,1,6,1073.0,0,1957,1980,1
2579,1001,0,86,1,2,0,4,3,737.0,0.0,0,6,0.0,0.0,4,100.0,1,2,2,4,42,4,2,8,8,4,3,0,0,1,6,216.0,1.0,4,3,5,5,1930.0,1001,0,1,0,2,1,2,3,0,6060,4,60.0,3,0,6,0,0.0,3,1,0,2,9,0,8,5,0,0,3,0,3,4,8,0,1,5,837.0,154,1930,2007,1
2580,1625,0,0,1,2,4,4,1,1573.0,0.0,2,6,1.0,1.0,2,0.0,1,2,2,4,0,4,2,5,5,4,2,1,2,2,6,495.0,2.0,5,0,5,1,2006.0,1625,0,1,2,2,1,2,1,1,5568,4,59.0,0,0,0,4,473.0,4,1,0,1,6,0,4,8,2,0,3,0,3,5,6,153,1,5,1573.0,123,2006,2007,1
2581,1299,0,0,1,2,0,4,0,1001.0,0.0,2,6,1.0,0.0,2,0.0,1,2,2,4,222,4,3,6,15,2,4,1,1,2,6,486.0,2.0,5,2,5,3,1979.0,1299,0,1,4,6,1,2,0,0,12150,1,74.0,0,0,14,3,0.0,3,1,0,0,11,0,5,6,2,0,3,0,1,4,8,0,1,5,1001.0,84,1979,1979,1
2582,1392,0,0,1,3,0,4,3,585.0,0.0,2,6,0.0,0.0,2,856.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,650.0,3.0,5,0,5,1,2002.0,1392,0,1,0,2,1,2,3,0,10000,4,80.0,3,0,5,3,166.0,2,1,0,3,11,49,4,5,2,0,3,0,1,4,8,0,1,6,1441.0,168,2002,2002,1
2583,1409,0,0,1,1,0,4,3,1392.0,0.0,2,6,1.0,0.0,2,17.0,1,2,2,4,0,4,2,12,13,4,2,1,2,1,6,576.0,2.0,5,2,5,1,2002.0,1409,1,1,0,2,1,2,3,0,12864,1,44.0,0,0,5,3,0.0,3,1,0,9,11,144,4,7,2,0,3,0,1,4,8,145,1,4,1409.0,0,2002,2002,1
2584,1478,0,0,1,3,0,4,3,1239.0,0.0,2,6,1.0,0.0,2,215.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,506.0,2.0,5,3,5,1,1991.0,1478,0,1,4,2,1,3,3,0,9928,1,74.0,0,0,5,3,0.0,3,1,0,7,11,22,4,7,2,0,3,0,1,4,8,0,1,6,1454.0,114,1991,1992,1
2585,918,0,0,1,3,0,4,0,224.0,530.0,5,2,0.0,1.0,4,98.0,1,2,2,4,0,4,3,9,10,4,3,0,1,1,6,360.0,1.0,5,3,5,1,1975.0,918,0,1,4,7,0,3,3,0,8750,4,74.0,0,0,13,3,50.0,4,1,0,5,11,84,5,7,2,0,3,0,1,4,8,0,1,4,852.0,192,1975,1975,1
2586,1026,0,0,1,2,0,4,0,924.0,0.0,0,6,1.0,0.0,2,46.0,1,2,2,4,0,4,3,9,10,4,4,1,1,1,6,528.0,2.0,5,3,5,1,1974.0,1026,0,1,4,6,1,3,3,0,8410,0,82.0,0,0,14,3,0.0,3,1,0,6,11,0,5,6,2,0,3,0,1,4,8,0,1,5,970.0,193,1974,1974,1
2587,1501,0,0,1,2,4,4,0,949.0,0.0,2,6,1.0,0.0,2,552.0,1,2,2,4,0,4,2,12,13,4,5,2,0,2,6,512.0,2.0,5,0,5,1,1987.0,1501,0,1,0,2,1,2,3,0,4054,4,46.0,0,0,0,3,352.0,2,1,0,1,23,0,5,7,2,0,3,0,1,4,8,0,1,5,1501.0,240,1987,1987,1
2588,2279,0,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,4,585.0,1,2,2,4,0,2,3,6,6,0,2,1,1,2,6,461.0,2.0,5,2,5,1,1958.0,2279,1,1,2,2,1,2,3,0,19958,4,149.0,3,0,5,3,1224.0,2,1,0,9,23,0,7,6,2,0,3,0,3,4,8,138,1,7,585.0,274,1958,1995,1
2589,1689,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1689.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,433.0,2.0,5,0,5,1,2007.0,1689,0,1,0,2,1,2,1,0,8368,4,67.0,0,0,5,3,0.0,3,1,0,6,23,39,4,7,2,0,3,0,1,5,6,0,1,7,1689.0,100,2006,2007,1
2590,1564,0,0,1,2,0,4,0,583.0,0.0,2,6,0.0,0.0,2,963.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,502.0,2.0,5,2,5,1,2207.0,1564,0,1,0,2,1,0,1,0,8298,4,68.0,0,0,5,3,0.0,0,1,0,11,23,0,4,8,2,0,3,0,3,5,6,0,1,6,1546.0,132,2006,2007,1
2591,1240,0,0,1,3,0,4,3,215.0,80.0,0,1,0.0,1.0,2,970.0,1,2,2,4,0,4,3,9,10,4,3,0,1,2,6,528.0,2.0,5,3,5,1,1985.0,1240,0,1,2,2,1,2,3,0,10331,1,42.0,3,0,5,3,0.0,3,1,0,9,23,0,6,7,2,0,3,0,1,4,8,0,1,6,1265.0,232,1985,1985,1
2592,1312,0,0,1,2,0,4,2,250.0,0.0,2,6,0.0,0.0,0,1017.0,1,2,2,4,0,4,2,12,13,4,3,0,2,2,6,471.0,2.0,5,3,5,1,2001.0,1312,0,1,0,2,1,2,3,0,6718,4,82.0,0,0,5,3,86.0,2,1,0,0,23,28,4,8,2,0,3,0,1,4,8,0,1,5,1267.0,256,2001,2001,1
2593,1922,0,0,1,2,0,4,0,1329.0,0.0,2,6,1.0,0.0,2,593.0,1,2,2,4,0,4,2,12,13,4,0,1,2,2,6,692.0,3.0,5,0,5,1,2002.0,1922,0,1,0,2,1,2,3,0,11305,4,80.0,3,0,5,3,886.0,2,1,0,6,23,64,4,8,2,0,3,0,3,4,8,0,1,6,1922.0,201,2002,2002,1
2594,1491,0,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,0,1491.0,1,2,2,4,0,4,2,12,13,4,5,1,2,2,6,571.0,2.0,5,0,5,1,1996.0,1491,0,1,0,2,1,3,3,0,7777,4,82.0,0,0,5,3,203.0,2,1,0,2,23,35,4,6,2,0,3,0,1,4,8,0,1,7,1491.0,0,1996,1996,1
2595,1146,1340,0,1,5,0,4,1,766.0,0.0,2,6,1.0,0.0,2,356.0,1,2,2,4,0,4,2,12,13,4,2,1,2,3,6,452.0,2.0,5,0,5,3,2003.0,2486,1,1,0,5,1,2,3,0,11800,4,82.0,0,0,10,3,94.0,2,1,0,9,23,32,4,7,2,0,3,0,1,4,8,0,1,10,1122.0,143,2003,2004,1
2596,1824,0,0,1,3,0,4,1,0.0,0.0,6,6,0.0,0.0,0,1824.0,1,3,3,4,0,4,0,8,8,4,2,1,2,2,6,932.0,3.0,5,0,5,1,2006.0,1824,0,1,0,2,1,0,1,0,12633,4,85.0,0,0,5,3,242.0,2,1,0,11,23,36,4,10,2,0,3,0,3,5,6,108,1,8,1824.0,160,2006,2007,1
2597,2034,0,0,1,2,0,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,1,0,2,4,0,4,3,8,8,0,3,0,1,1,2,1041.0,4.0,5,2,5,0,1953.0,2034,0,1,0,2,1,3,3,0,43500,4,200.0,3,0,5,3,0.0,3,1,0,8,11,266,4,3,0,561,3,0,1,4,8,0,1,9,0.0,483,1953,1953,1
2598,936,0,0,1,0,4,4,0,16.0,904.0,5,2,2.0,0.0,0,0.0,1,2,2,4,0,4,3,12,13,4,3,0,2,0,6,460.0,2.0,5,0,5,1,1996.0,936,1,1,0,6,1,3,3,0,6710,3,62.0,0,0,0,4,134.0,2,1,0,8,11,40,4,6,2,0,3,0,1,4,8,0,1,3,920.0,0,1996,1997,1
2599,546,546,0,1,3,3,4,3,252.0,0.0,1,6,0.0,0.0,4,294.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,253.0,1.0,5,3,5,1,1972.0,1092,1,1,4,5,1,3,3,0,1504,4,21.0,3,0,2,4,0.0,3,1,0,7,10,0,3,4,2,0,3,0,1,4,8,0,1,5,546.0,0,1972,1972,1
2600,530,462,0,1,2,3,4,0,503.0,0.0,2,6,1.0,0.0,2,27.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,297.0,1.0,5,0,5,3,1970.0,992,0,1,4,7,1,3,3,0,1533,4,21.0,3,0,3,4,0.0,3,1,0,9,10,97,4,4,2,0,3,0,1,4,8,0,1,4,530.0,112,1970,1970,1
2601,546,546,0,1,3,4,4,3,384.0,0.0,0,6,0.0,0.0,4,162.0,1,2,2,4,0,4,3,5,5,4,3,0,1,1,6,0.0,0.0,3,1,3,6,0.0,1092,1,1,0,5,1,3,3,0,1495,4,21.0,3,0,2,4,189.0,2,1,0,7,10,64,5,4,2,0,3,0,1,4,8,0,1,5,546.0,0,1970,1970,1
2602,546,546,0,1,3,3,4,3,0.0,0.0,6,6,0.0,0.0,4,546.0,1,2,2,4,0,4,3,5,5,1,3,0,1,1,6,286.0,1.0,5,3,5,1,1976.0,1092,1,1,0,5,1,3,3,0,1890,4,21.0,3,0,2,4,0.0,3,1,0,6,10,0,2,4,2,0,3,0,1,4,0,0,1,6,546.0,0,1976,1976,1
2603,1008,0,0,1,1,0,4,0,923.0,0.0,2,6,1.0,0.0,2,0.0,1,2,2,4,0,4,3,9,10,2,1,1,2,1,6,678.0,2.0,5,0,5,1,1977.0,1008,0,1,4,6,1,2,3,0,9129,4,72.0,3,0,14,3,144.0,2,1,0,9,11,66,4,5,2,0,3,0,1,4,8,0,1,4,923.0,201,1977,1977,1
2604,1356,0,0,1,3,0,4,1,1148.0,0.0,2,6,2.0,0.0,2,96.0,1,2,2,4,0,4,3,6,10,2,5,1,2,2,6,528.0,2.0,5,0,5,1,1977.0,1356,0,1,4,7,1,3,2,1,15957,0,74.0,0,0,13,3,0.0,3,1,0,11,11,0,5,6,2,0,3,0,1,4,8,0,1,6,1244.0,1424,1977,1977,1
2605,1676,0,0,1,3,0,4,2,1112.0,0.0,0,6,1.0,0.0,4,48.0,1,2,2,4,0,1,3,9,10,0,5,2,2,1,4,672.0,2.0,5,2,5,1,1977.0,1676,1,1,4,2,1,2,3,0,33983,4,61.0,0,0,5,3,0.0,3,1,0,7,11,90,5,5,1,0,3,0,1,4,8,0,1,6,1160.0,690,1977,1994,1
2606,716,716,0,1,3,0,4,3,531.0,0.0,5,6,1.0,0.0,2,185.0,1,2,2,4,0,4,3,9,10,0,2,1,2,1,6,531.0,2.0,5,0,5,1,1977.0,1432,1,1,0,5,1,3,3,0,8286,0,68.0,0,0,10,3,0.0,3,1,0,8,11,136,6,5,2,0,3,0,1,4,8,240,1,6,716.0,0,1977,1977,1
2607,796,0,0,1,2,0,4,0,796.0,0.0,2,6,0.0,1.0,2,0.0,1,2,2,4,0,4,3,13,6,1,3,0,1,1,6,0.0,0.0,3,1,3,6,0.0,796,0,1,4,6,1,3,3,0,6723,4,50.0,3,0,14,3,0.0,3,1,0,11,11,0,6,5,2,0,3,0,1,4,8,0,1,5,796.0,129,1971,1971,1
2608,1608,0,0,1,3,0,4,3,811.0,0.0,1,6,0.0,0.0,4,585.0,0,2,2,4,0,4,3,9,10,4,3,0,1,1,6,444.0,1.0,1,3,5,1,1961.0,1608,0,1,4,2,1,3,3,0,27697,4,124.0,3,0,5,3,198.0,0,1,0,2,11,38,2,4,2,0,3,0,5,0,0,0,1,6,1396.0,152,1961,1961,1
2609,1178,0,0,1,3,0,4,3,1090.0,0.0,3,6,1.0,0.0,2,0.0,1,2,2,4,0,4,3,9,10,2,3,0,2,1,6,502.0,2.0,5,3,5,1,1976.0,1178,1,1,4,2,1,3,3,0,11000,0,74.0,1,0,5,3,0.0,3,1,0,8,11,44,5,5,2,0,3,0,1,4,8,88,1,6,1090.0,0,1976,2003,1
2610,816,0,0,1,2,0,4,3,596.0,0.0,0,6,1.0,0.0,2,220.0,1,2,2,4,0,4,3,6,6,2,3,0,1,1,6,264.0,1.0,5,0,5,1,1983.0,816,0,1,4,2,1,3,3,0,11625,4,65.0,0,0,5,3,0.0,3,1,0,7,11,0,6,5,2,0,3,0,1,4,8,0,1,4,816.0,330,1983,1983,1
2611,887,0,0,1,3,0,4,3,516.0,0.0,0,6,0.0,1.0,4,348.0,1,2,2,4,0,4,3,9,6,4,3,0,1,1,6,288.0,1.0,5,2,5,1,1984.0,887,0,1,4,2,1,3,3,0,10447,4,62.0,3,0,5,3,0.0,3,1,0,3,11,0,5,5,2,0,3,0,1,4,8,0,1,5,864.0,140,1984,1984,1
2612,1293,0,0,1,2,0,4,3,468.0,539.0,1,5,1.0,0.0,4,171.0,1,2,2,4,0,4,3,13,14,4,3,0,1,2,6,452.0,2.0,5,2,5,1,1954.0,1293,0,1,2,2,1,3,3,0,11027,4,73.0,0,0,5,3,28.0,4,1,0,7,12,0,4,6,2,0,3,0,3,4,8,0,1,5,1178.0,280,1954,1954,0
2613,1024,0,0,1,2,0,4,3,773.0,0.0,5,6,1.0,0.0,4,235.0,1,2,2,4,0,2,3,12,13,4,5,2,1,1,6,313.0,1.0,5,3,5,1,1956.0,1024,0,1,4,2,1,2,3,0,10533,4,85.0,0,0,5,3,244.0,2,1,0,10,12,0,5,6,2,0,3,0,3,4,8,280,1,5,1008.0,0,1956,1956,0
2614,1797,0,0,1,3,0,4,2,1127.0,0.0,5,6,0.0,0.0,4,490.0,1,2,2,4,0,4,3,13,14,4,5,1,1,1,6,963.0,3.0,5,3,5,1,1957.0,1797,1,1,1,2,1,3,3,0,11765,0,73.0,0,0,5,3,302.0,4,1,0,8,12,0,4,5,2,0,3,0,1,4,8,0,1,7,1617.0,0,1957,1957,0
2615,1390,0,0,1,1,0,4,1,1110.0,0.0,0,6,1.0,0.0,2,595.0,1,2,2,4,0,4,3,13,14,4,2,2,1,1,2,550.0,2.0,5,3,5,1,1957.0,1390,1,1,0,2,1,0,2,2,39384,1,73.0,0,0,5,3,902.0,4,1,0,1,12,189,5,6,2,0,3,0,1,0,8,0,1,4,1705.0,0,1957,1957,0
2616,1851,0,0,1,3,0,4,2,0.0,0.0,6,6,0.0,0.0,4,1851.0,1,2,2,4,0,2,3,6,6,4,5,1,1,2,6,506.0,2.0,5,0,5,1,1969.0,1851,0,1,2,2,1,3,3,0,11727,0,90.0,3,0,5,3,434.0,2,1,0,5,12,146,5,7,2,0,3,0,1,4,8,0,1,8,1851.0,0,1969,1969,0
2617,813,712,0,1,3,0,4,3,700.0,0.0,2,6,1.0,0.0,4,113.0,1,2,2,4,0,4,3,12,13,4,5,1,2,2,6,400.0,2.0,5,0,5,1,1997.0,1525,1,1,0,5,1,3,3,0,8238,4,60.0,0,0,10,3,0.0,3,1,0,7,8,72,4,6,2,0,3,0,1,4,8,0,1,6,813.0,421,1997,1998,0
2618,781,890,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,781.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,423.0,2.0,5,0,5,1,1995.0,1671,1,1,2,5,1,3,3,0,13041,4,64.0,1,0,10,3,0.0,3,1,0,4,8,84,4,6,2,0,3,0,1,4,8,0,1,7,781.0,0,1995,1995,0
2619,821,955,0,1,3,0,4,3,0.0,0.0,6,6,0.0,0.0,2,821.0,1,2,2,4,0,4,3,6,6,4,5,1,2,2,6,443.0,2.0,5,0,5,3,1996.0,1776,1,1,2,5,1,3,3,0,9783,4,54.0,0,0,10,3,0.0,3,1,0,7,8,116,4,6,2,0,3,0,1,4,8,0,1,7,821.0,286,1996,1996,0
2620,1074,990,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,1074.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,527.0,2.0,5,0,5,1,2005.0,2064,1,1,0,5,1,2,1,0,13128,1,50.0,0,0,10,3,216.0,2,1,0,0,8,119,4,8,2,0,3,0,1,4,8,0,1,7,1074.0,0,2005,2005,0
2621,1700,512,0,1,3,0,4,0,60.0,0.0,2,6,1.0,0.0,2,1640.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,773.0,3.0,5,0,5,1,2006.0,2212,1,1,0,5,1,2,1,0,13751,1,42.0,0,0,10,3,248.0,2,1,0,7,8,38,4,7,2,0,3,0,1,5,6,115,1,9,1700.0,237,2005,2006,0
2622,2079,608,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,2,2062.0,1,2,2,4,0,4,2,5,5,4,3,0,2,2,6,618.0,2.0,5,0,5,1,1994.0,2687,1,1,0,5,1,2,3,0,13108,4,68.0,0,0,2,3,0.0,3,1,0,3,22,12,4,8,2,0,3,0,1,4,8,0,1,9,2062.0,168,1994,1994,0
2623,1169,0,0,1,3,0,4,3,705.0,0.0,2,6,0.0,1.0,2,455.0,1,2,2,4,0,4,3,6,6,2,5,1,2,2,6,402.0,2.0,5,0,5,1,1993.0,1169,0,1,2,2,1,3,3,0,8076,4,64.0,0,0,5,3,112.0,2,1,0,9,8,26,5,6,2,0,3,0,1,4,8,144,1,6,1160.0,0,1993,1994,0
2624,1204,0,0,1,2,4,4,3,0.0,0.0,6,6,0.0,0.0,2,1191.0,1,2,2,4,0,4,3,6,6,4,3,0,1,2,6,461.0,2.0,5,2,5,1,1987.0,1204,0,1,4,2,1,3,3,0,3701,4,30.0,0,0,0,3,0.0,3,1,0,10,22,70,4,8,2,0,3,0,1,4,8,0,1,5,1191.0,120,1987,1987,0
2625,1414,1384,0,1,3,0,4,1,1218.0,0.0,2,6,1.0,0.0,0,180.0,1,2,2,4,0,0,2,12,13,4,2,1,2,3,6,670.0,3.0,5,0,5,3,2005.0,2798,1,1,0,5,1,0,1,0,16023,1,59.0,0,0,10,3,600.0,2,1,0,5,22,37,4,9,2,0,3,0,3,5,6,0,1,11,1398.0,182,2005,2006,0
2626,1528,1862,0,1,5,0,4,1,0.0,0.0,6,6,0.0,0.0,0,1528.0,1,2,2,4,0,4,0,5,5,4,0,1,2,3,6,758.0,3.0,5,0,5,3,2006.0,3390,1,1,0,5,1,0,1,0,18062,1,60.0,0,0,10,3,662.0,2,1,0,11,22,34,4,10,2,0,3,0,3,5,6,0,1,10,1528.0,204,2006,2006,0
2627,1102,1371,0,1,4,0,1,1,205.0,0.0,2,6,0.0,0.0,0,889.0,1,2,2,4,0,4,2,12,13,4,2,1,2,2,6,675.0,3.0,5,0,5,3,2006.0,2473,1,1,0,5,1,2,1,0,12292,1,63.0,0,0,10,3,184.0,2,1,0,9,22,39,4,9,2,0,3,0,3,5,6,0,1,11,1094.0,246,2006,2006,0
2628,1850,848,0,1,4,0,4,3,1206.0,0.0,2,6,1.0,0.0,0,644.0,1,2,2,4,0,4,0,12,13,4,2,1,2,2,6,736.0,3.0,5,2,5,1,2006.0,2698,1,1,0,5,1,0,3,0,16052,1,82.0,0,0,10,3,734.0,4,1,0,9,22,0,4,10,2,0,3,0,3,5,6,0,1,11,1850.0,250,2006,2006,0
2629,1390,1405,0,1,4,0,4,0,0.0,0.0,6,6,0.0,0.0,0,1390.0,1,2,2,4,0,4,2,12,13,4,2,1,2,3,6,660.0,3.0,5,0,5,3,2005.0,2795,1,1,0,5,1,0,1,0,15922,0,92.0,0,0,10,3,550.0,2,1,0,0,22,102,4,9,2,0,3,0,3,5,6,0,1,10,1390.0,272,2005,2006,0
2630,1714,0,0,1,2,4,4,1,1191.0,0.0,2,6,1.0,0.0,0,523.0,1,2,2,4,0,4,2,8,8,4,2,1,2,2,6,517.0,2.0,5,0,5,1,2005.0,1714,0,1,0,2,1,2,1,0,8147,4,60.0,3,0,0,3,230.0,2,1,0,10,22,55,4,9,2,0,3,0,3,4,8,0,1,7,1714.0,156,2005,2005,0
2631,2000,0,0,1,3,0,4,1,1416.0,0.0,2,6,1.0,0.0,0,494.0,1,2,2,4,0,4,0,12,13,4,2,2,2,2,6,722.0,3.0,5,3,5,1,2005.0,2000,1,1,0,2,1,0,1,0,18261,4,90.0,0,0,5,3,420.0,2,1,0,11,22,102,4,9,2,0,3,0,3,4,8,123,1,8,1910.0,351,2005,2005,0
2632,1102,0,0,1,2,0,4,0,850.0,0.0,2,6,1.0,0.0,2,138.0,1,2,2,4,0,4,3,6,6,4,5,1,1,1,6,582.0,2.0,5,2,5,1,1980.0,1102,0,1,4,6,1,3,3,0,10464,3,80.0,0,0,14,3,130.0,2,1,0,8,14,22,5,6,2,0,3,0,1,4,8,0,1,5,988.0,140,1980,1980,0
2633,945,912,0,1,4,0,4,3,0.0,0.0,6,6,0.0,0.0,4,945.0,1,3,2,4,0,4,3,9,10,0,5,1,1,2,6,482.0,2.0,5,2,5,1,1978.0,1857,1,1,4,5,1,3,3,0,10530,4,81.0,3,0,10,3,68.0,2,1,0,9,14,105,4,7,2,0,3,0,1,4,8,0,1,8,945.0,400,1978,1978,0
2634,1083,0,0,1,2,0,4,1,1005.0,0.0,2,6,1.0,0.0,0,42.0,1,2,2,4,40,4,2,12,15,4,1,1,1,1,6,596.0,2.0,5,2,5,1,1976.0,1083,0,1,4,6,1,3,3,0,9927,4,80.0,0,0,14,3,252.0,4,1,0,9,14,0,4,7,2,0,3,0,1,4,8,0,1,5,1047.0,444,1976,1976,0
2635,960,1358,0,1,3,0,4,3,788.0,0.0,0,6,1.0,0.0,2,172.0,1,6,2,4,0,4,2,12,13,4,0,1,2,2,6,541.0,2.0,5,0,5,3,2005.0,2318,1,1,0,5,1,2,3,0,9512,4,75.0,0,0,10,1,0.0,3,1,0,8,21,246,4,7,2,0,3,0,1,5,6,0,1,8,960.0,0,2005,2006,0
2636,1109,766,0,1,3,0,0,3,548.0,0.0,0,6,0.0,0.0,4,127.0,1,2,2,4,0,4,3,9,10,4,5,1,1,3,6,485.0,2.0,5,2,5,1,1975.0,1875,0,1,4,7,1,2,3,0,10530,4,81.0,3,0,13,3,248.0,2,1,0,8,14,28,5,6,2,0,3,0,1,4,8,0,1,8,675.0,48,1975,2000,0
2637,1103,0,0,1,3,0,4,3,755.0,0.0,0,6,0.0,0.0,4,348.0,1,2,2,4,0,4,3,6,10,1,3,0,1,2,6,462.0,2.0,5,3,5,1,1974.0,1103,0,1,4,2,1,3,3,0,10000,4,80.0,3,0,5,3,176.0,2,1,0,8,14,84,5,6,2,0,3,0,1,4,8,0,1,6,1103.0,295,1974,1974,0
2638,874,0,0,1,3,0,4,3,20.0,620.0,5,3,0.0,1.0,4,224.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,576.0,2.0,5,3,5,5,1995.0,874,0,1,4,2,1,3,3,0,7200,4,60.0,3,0,5,3,0.0,3,1,0,5,12,0,3,4,2,0,3,0,1,4,8,0,1,5,864.0,63,1971,1971,0
2639,1419,0,0,1,2,4,4,3,951.0,0.0,2,6,1.0,0.0,2,536.0,1,2,2,4,0,4,2,8,8,4,3,0,2,2,6,543.0,2.0,5,0,5,1,2002.0,1419,0,1,0,2,1,2,3,0,8773,2,26.0,1,0,0,2,0.0,3,1,0,11,12,68,4,6,2,0,3,0,1,4,8,0,1,4,1487.0,196,2002,2002,0
2640,525,567,0,1,3,4,4,3,0.0,0.0,6,6,0.0,0.0,4,525.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,440.0,2.0,5,3,5,5,1973.0,1092,1,1,4,5,1,3,3,0,2760,4,24.0,3,0,2,4,514.0,2,1,0,3,2,0,4,6,2,0,3,0,1,4,8,0,1,6,525.0,0,1973,1973,0
2641,765,600,0,1,3,4,4,3,402.0,0.0,3,6,0.0,0.0,4,363.0,1,2,2,4,0,4,3,6,6,4,1,1,1,1,2,440.0,2.0,5,3,5,1,1973.0,1365,1,1,2,5,1,2,3,0,2160,4,24.0,3,0,2,4,200.0,2,1,0,8,2,36,5,5,2,0,3,0,1,4,8,0,1,7,765.0,0,1973,1973,0
2642,494,536,0,1,3,3,4,3,282.0,0.0,0,6,0.0,0.0,4,212.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,264.0,1.0,5,3,5,5,1973.0,1030,1,1,0,5,1,3,3,0,1890,4,21.0,3,0,2,4,380.0,2,1,0,9,2,0,6,6,2,0,3,0,1,4,8,0,1,6,494.0,0,1972,1972,0
2643,483,465,0,1,2,3,4,3,276.0,0.0,0,6,0.0,0.0,4,207.0,1,2,2,4,0,4,3,6,6,4,3,0,1,1,6,264.0,1.0,5,3,5,5,1972.0,948,1,1,4,5,1,3,3,0,1680,4,21.0,3,0,2,4,504.0,2,1,0,9,2,0,4,6,2,0,3,0,1,4,8,0,1,5,483.0,0,1972,1972,0
2644,525,567,0,1,3,3,4,3,382.0,0.0,1,6,0.0,0.0,4,143.0,1,2,2,4,0,4,3,6,6,0,3,0,1,1,6,264.0,1.0,5,3,5,5,1972.0,1092,1,1,2,5,1,3,3,0,1680,4,21.0,3,0,2,4,504.0,2,1,0,1,2,0,4,6,2,0,3,0,1,4,8,0,1,6,525.0,352,1972,1972,0
